50	100	0	0
0	2	23	46
1	2	29	39
2	3	19	48
3	3	21	42
4	4	15	39
5	5	18	45
6	6	29	46
7	7	23	49
8	7	34	25
9	8	20	46
10	8	37	40
11	9	29	49
12	9	33	38
13	10	39	36
14	11	26	45
15	11	29	30
16	14	33	37
17	15	40	47
18	15	41	39
19	16	28	46
20	17	30	43
21	20	37	39
22	21	32	31
23	23	43	41
24	24	40	27
25	25	38	40
26	25	39	41
27	26	54	43
28	27	50	47
29	27	46	49
30	29	57	44
31	29	41	39
32	32	56	48
33	32	56	39
34	33	54	25
35	33	46	28
36	35	56	46
37	37	52	37
38	37	49	46
39	40	54	30
40	43	70	38
41	43	54	40
42	43	57	25
43	44	55	40
44	44	62	34
45	47	57	26
46	47	74	37
47	47	60	29
48	48	59	28
49	50	66	30
