50	100	0	0
0	1	49	49
1	1	45	26
2	4	37	48
3	7	64	25
4	8	32	42
5	8	57	44
6	8	53	38
7	9	62	47
8	10	45	47
9	12	61	40
10	13	66	28
11	13	45	30
12	13	55	29
13	15	74	26
14	17	58	27
15	17	50	40
16	18	62	48
17	19	53	33
18	21	71	35
19	21	57	49
20	22	61	48
21	22	69	41
22	22	80	49
23	25	58	44
24	28	81	33
25	29	78	41
26	30	88	31
27	31	52	32
28	32	66	42
29	33	79	38
30	34	65	35
31	34	63	40
32	36	84	43
33	36	80	39
34	38	81	38
35	40	86	39
36	41	62	37
37	42	75	27
38	44	82	42
39	45	74	49
40	45	93	33
41	46	100	49
42	47	78	33
43	49	98	47
44	50	75	36
45	52	105	35
46	54	79	30
47	59	102	28
48	60	94	32
49	60	112	43
