200	100	0	0
0	1	40	36
1	2	46	72
2	2	44	48
3	3	57	48
4	5	54	28
5	6	39	39
6	7	28	66
7	9	43	55
8	12	62	40
9	12	70	31
10	12	62	43
11	13	44	44
12	15	49	72
13	17	66	69
14	19	48	35
15	20	76	29
16	21	41	47
17	21	72	31
18	21	66	65
19	22	61	32
20	22	42	36
21	23	45	60
22	23	61	63
23	24	67	59
24	24	60	30
25	25	73	58
26	26	73	50
27	29	73	27
28	30	66	70
29	31	65	69
30	32	52	30
31	32	90	46
32	34	59	55
33	34	62	44
34	34	66	37
35	35	90	63
36	38	62	73
37	39	65	51
38	40	62	63
39	41	93	31
40	41	93	40
41	41	74	35
42	41	100	61
43	43	74	67
44	48	87	49
45	48	99	58
46	50	76	46
47	50	104	36
48	50	100	39
49	50	89	74
50	51	95	65
51	53	75	40
52	54	82	71
53	54	80	60
54	57	78	68
55	57	98	30
56	57	114	36
57	57	88	48
58	59	98	70
59	59	89	55
60	59	91	37
61	61	105	47
62	61	110	33
63	62	121	54
64	63	83	51
65	64	120	62
66	64	113	32
67	64	90	64
68	66	123	33
69	66	95	35
70	66	123	25
71	67	100	62
72	70	99	45
73	71	115	45
74	73	129	65
75	74	119	26
76	75	134	59
77	75	127	37
78	76	115	40
79	79	122	49
80	80	132	66
81	80	115	46
82	81	127	40
83	82	126	60
84	83	124	51
85	86	114	31
86	86	127	63
87	86	129	45
88	88	117	62
89	93	152	33
90	93	125	58
91	93	121	29
92	93	123	63
93	94	146	26
94	94	149	39
95	97	142	60
96	97	153	65
97	98	140	61
98	100	142	66
99	100	149	69
100	101	125	42
101	101	134	48
102	101	140	58
103	101	125	30
104	102	151	31
105	102	143	66
106	103	128	44
107	104	126	66
108	104	128	26
109	110	132	73
110	111	145	30
111	115	152	60
112	118	151	72
113	119	144	66
114	119	173	44
115	119	161	64
116	120	179	48
117	121	151	41
118	122	151	36
119	123	163	33
120	123	160	32
121	124	167	51
122	125	178	25
123	125	160	28
124	126	178	67
125	127	158	55
126	128	153	44
127	129	178	61
128	129	151	26
129	130	177	51
130	131	175	51
131	134	155	28
132	136	193	74
133	137	195	26
134	138	178	58
135	139	164	45
136	140	166	42
137	141	165	37
138	142	180	39
139	142	183	38
140	143	195	37
141	143	196	40
142	143	175	62
143	144	198	36
144	144	184	50
145	145	187	55
146	147	172	38
147	148	205	70
148	148	168	28
149	148	176	49
150	151	177	26
151	151	209	51
152	155	199	43
153	157	196	33
154	157	198	37
155	159	206	53
156	159	184	28
157	160	194	35
158	163	194	66
159	163	218	61
160	164	190	63
161	164	200	41
162	166	214	60
163	168	203	35
164	168	221	39
165	168	222	40
166	169	216	34
167	170	202	38
168	171	224	28
169	172	226	46
170	173	202	67
171	173	230	42
172	174	194	71
173	174	199	58
174	175	201	53
175	178	198	33
176	179	219	49
177	179	233	72
178	181	212	59
179	182	212	68
180	183	222	73
181	183	206	46
182	184	231	64
183	186	241	54
184	188	244	57
185	189	247	28
186	192	246	42
187	192	247	48
188	193	232	41
189	194	223	26
190	194	228	45
191	196	223	67
192	197	230	47
193	197	237	65
194	197	248	43
195	198	242	52
196	198	220	45
197	200	247	62
198	200	222	64
199	200	230	57
