50	100	0	0
0	3	22	34
1	3	18	32
2	4	30	26
3	4	30	25
4	4	32	54
5	5	15	55
6	5	27	70
7	5	15	61
8	7	19	40
9	7	19	49
10	8	25	37
11	9	23	61
12	9	25	30
13	13	27	62
14	13	30	65
15	16	34	62
16	16	38	41
17	18	43	54
18	20	35	48
19	20	46	29
20	20	44	66
21	22	48	59
22	23	36	38
23	23	34	73
24	25	47	34
25	27	51	39
26	27	39	45
27	28	39	36
28	30	51	34
29	30	56	60
30	31	57	34
31	32	43	51
32	33	57	39
33	33	61	48
34	34	53	71
35	34	45	35
36	36	50	25
37	36	60	70
38	37	47	59
39	38	56	50
40	39	59	51
41	40	69	30
42	41	55	74
43	43	55	42
44	47	69	56
45	47	59	44
46	48	77	25
47	49	63	52
48	49	71	50
49	50	76	37
