200	100	0	0
0	2	19	42
1	3	15	37
2	6	34	28
3	7	36	41
4	9	23	38
5	11	27	27
6	12	41	39
7	13	28	44
8	13	39	30
9	16	39	39
10	17	27	45
11	19	32	49
12	19	41	36
13	19	33	48
14	20	42	32
15	22	41	47
16	25	43	39
17	26	39	39
18	27	39	33
19	28	52	49
20	31	54	47
21	31	59	32
22	31	43	48
23	31	41	48
24	32	61	48
25	34	47	29
26	36	59	46
27	38	67	39
28	39	65	41
29	40	65	27
30	40	57	49
31	41	61	30
32	42	55	33
33	43	60	30
34	43	57	33
35	45	60	47
36	46	73	36
37	47	58	27
38	49	63	31
39	49	66	38
40	49	67	36
41	50	70	30
42	51	74	38
43	54	68	25
44	57	69	42
45	58	68	45
46	60	75	25
47	60	81	32
48	63	87	38
49	65	76	38
50	66	77	35
51	67	84	25
52	67	77	33
53	67	84	26
54	68	84	40
55	68	87	25
56	69	90	35
57	70	94	28
58	72	85	38
59	73	100	30
60	73	92	29
61	74	102	43
62	76	94	38
63	77	106	38
64	77	96	25
65	79	92	38
66	79	93	36
67	79	91	40
68	79	93	27
69	80	94	35
70	82	93	27
71	83	109	41
72	84	103	26
73	85	110	31
74	86	111	26
75	87	104	47
76	87	110	35
77	88	114	47
78	88	106	39
79	89	113	26
80	90	116	44
81	91	117	46
82	93	112	37
83	98	126	28
84	103	127	27
85	103	127	45
86	104	123	38
87	104	133	36
88	108	137	46
89	109	136	42
90	111	140	30
91	111	139	34
92	111	125	39
93	113	133	35
94	113	134	46
95	114	139	41
96	114	136	29
97	116	140	42
98	116	128	38
99	117	136	46
100	119	133	31
101	120	137	33
102	121	142	43
103	121	142	31
104	124	138	44
105	125	149	30
106	126	142	28
107	127	144	34
108	127	141	25
109	127	147	42
110	128	148	42
111	129	139	28
112	130	145	33
113	131	151	28
114	135	155	28
115	137	153	27
116	139	164	44
117	139	160	31
118	141	166	36
119	142	165	27
120	143	154	28
121	145	168	30
122	146	172	28
123	146	165	33
124	149	172	43
125	150	178	42
126	151	176	34
127	155	184	26
128	157	169	39
129	158	179	26
130	158	179	29
131	159	181	33
132	161	184	49
133	161	175	43
134	162	187	32
135	162	172	49
136	165	179	34
137	165	177	43
138	168	184	32
139	169	180	25
140	170	190	30
141	171	184	31
142	171	187	30
143	171	184	44
144	173	198	34
145	174	199	36
146	176	205	41
147	177	199	31
148	181	196	40
149	182	193	31
150	183	205	41
151	185	202	28
152	185	214	37
153	187	206	27
154	188	208	38
155	191	214	38
156	192	206	48
157	192	210	25
158	193	214	48
159	193	216	45
160	195	220	42
161	195	205	46
162	196	220	42
163	197	209	32
164	198	213	35
165	199	221	32
166	200	229	29
167	200	214	33
168	202	223	31
169	205	219	39
170	206	217	45
171	207	232	30
172	208	229	44
173	208	221	36
174	212	229	34
175	213	241	39
176	213	227	43
177	215	226	47
178	215	228	41
179	215	242	37
180	215	239	35
181	216	245	35
182	221	247	43
183	221	248	35
184	221	241	32
185	222	246	37
186	222	245	47
187	223	250	41
188	224	244	37
189	227	253	48
190	228	253	36
191	230	256	35
192	231	260	49
193	232	244	41
194	235	245	43
195	235	259	26
196	236	257	34
197	239	253	47
198	239	266	32
199	239	264	36
