50	100	0	0
0	1	13	45
1	2	28	38
2	2	28	31
3	3	20	42
4	3	21	30
5	4	25	36
6	6	30	34
7	9	33	38
8	10	35	49
9	11	28	43
10	12	30	49
11	13	42	30
12	13	34	38
13	14	40	26
14	14	29	43
15	14	36	40
16	16	37	46
17	20	49	49
18	21	32	48
19	23	43	35
20	25	45	25
21	27	38	38
22	27	55	30
23	29	56	30
24	30	48	33
25	30	55	27
26	30	42	43
27	33	55	43
28	34	49	38
29	34	52	33
30	36	62	45
31	36	49	38
32	38	54	48
33	38	57	47
34	39	55	33
35	40	65	38
36	43	72	33
37	43	56	40
38	45	59	44
39	47	71	43
40	47	64	28
41	49	78	45
42	49	78	25
43	49	71	35
44	50	77	43
45	53	71	44
46	54	76	34
47	55	84	43
48	56	77	47
49	59	87	31
