50	100	0	0
0	1	21	31
1	1	48	41
2	2	57	41
3	2	39	42
4	3	48	45
5	4	47	43
6	5	34	25
7	8	59	39
8	8	39	48
9	9	65	27
10	13	44	38
11	13	54	48
12	15	48	29
13	17	46	38
14	17	58	28
15	17	41	43
16	18	43	32
17	20	43	29
18	20	52	49
19	20	72	42
20	21	61	45
21	21	75	42
22	22	81	42
23	23	56	38
24	24	52	29
25	25	65	37
26	28	62	38
27	28	82	45
28	29	59	30
29	29	82	38
30	31	74	45
31	32	80	33
32	32	65	38
33	33	53	42
34	34	61	30
35	34	74	41
36	34	54	25
37	35	77	37
38	36	67	39
39	36	83	25
40	41	96	47
41	43	63	45
42	43	76	44
43	44	80	44
44	44	67	34
45	47	70	28
46	48	70	33
47	48	104	41
48	49	107	48
49	49	84	27
