50	100	0	0
0	1	39	36
1	2	46	27
2	3	35	46
3	3	28	25
4	4	61	30
5	5	63	28
6	7	66	32
7	8	36	31
8	8	42	43
9	9	57	40
10	11	32	49
11	11	54	33
12	13	46	35
13	13	50	37
14	15	40	47
15	16	43	39
16	17	60	35
17	18	54	36
18	18	50	48
19	20	58	39
20	21	57	34
21	21	76	38
22	23	59	49
23	24	73	44
24	25	55	27
25	28	57	34
26	28	54	44
27	28	72	29
28	29	73	33
29	30	87	30
30	31	89	25
31	32	84	29
32	32	76	36
33	32	87	42
34	33	73	36
35	34	72	28
36	35	64	45
37	36	86	26
38	37	80	28
39	39	59	46
40	41	87	42
41	41	99	37
42	41	80	40
43	43	87	45
44	43	91	25
45	46	68	38
46	47	74	34
47	48	103	26
48	49	100	42
49	50	107	44
