100	100	0	0
0	1	24	42
1	1	21	45
2	1	12	54
3	3	21	70
4	4	22	31
5	6	29	27
6	7	21	45
7	9	20	54
8	9	28	70
9	10	34	39
10	12	34	52
11	12	40	64
12	13	28	41
13	13	27	29
14	13	27	47
15	15	41	26
16	15	39	58
17	17	44	30
18	18	42	34
19	22	45	51
20	22	40	56
21	25	46	43
22	28	57	55
23	29	58	67
24	30	46	60
25	31	44	44
26	36	54	53
27	37	58	37
28	37	47	61
29	39	66	42
30	40	67	28
31	41	60	40
32	41	55	40
33	42	66	26
34	42	65	33
35	42	61	68
36	44	57	57
37	44	69	67
38	45	72	38
39	46	58	69
40	47	75	35
41	47	57	73
42	51	69	45
43	52	62	36
44	52	66	65
45	55	79	43
46	58	81	50
47	59	74	62
48	59	75	66
49	61	72	44
50	63	73	29
51	64	89	38
52	65	81	64
53	65	85	71
54	65	94	53
55	66	89	71
56	66	85	54
57	69	91	74
58	69	92	63
59	72	86	34
60	72	98	50
61	72	92	57
62	74	92	68
63	75	99	55
64	75	96	74
65	81	96	31
66	84	95	39
67	84	105	48
68	84	107	31
69	86	107	36
70	87	107	34
71	90	109	58
72	90	106	41
73	92	110	64
74	93	118	52
75	93	122	36
76	93	108	59
77	95	120	27
78	95	107	53
79	96	106	74
80	97	116	43
81	99	120	52
82	99	113	71
83	100	112	37
84	101	124	66
85	101	118	33
86	102	122	68
87	103	126	38
88	108	129	67
89	108	128	65
90	108	133	34
91	110	133	73
92	111	127	37
93	113	139	63
94	114	137	65
95	115	136	49
96	118	128	70
97	119	145	30
98	120	132	31
99	120	146	67
