100	100	0	0
0	2	38	37
1	2	59	69
2	3	24	44
3	5	56	68
4	5	52	30
5	8	28	58
6	9	48	49
7	10	39	30
8	12	56	58
9	13	58	28
10	13	60	60
11	14	48	52
12	15	60	74
13	17	60	27
14	17	37	48
15	18	42	27
16	19	72	73
17	21	47	46
18	23	47	30
19	24	64	54
20	24	60	27
21	25	72	69
22	25	73	38
23	27	85	48
24	28	64	60
25	29	70	52
26	30	78	35
27	31	86	49
28	31	90	58
29	32	69	30
30	32	65	36
31	35	62	46
32	36	71	59
33	38	86	47
34	38	82	71
35	39	70	63
36	42	89	25
37	45	75	71
38	46	67	30
39	47	75	45
40	47	91	28
41	47	77	61
42	53	86	72
43	53	91	58
44	53	85	48
45	54	88	32
46	54	90	28
47	54	112	47
48	55	98	44
49	56	93	69
50	57	87	52
51	58	108	37
52	58	94	49
53	60	94	36
54	62	98	33
55	62	103	40
56	64	113	55
57	66	125	48
58	67	116	63
59	69	128	66
60	70	95	39
61	70	98	57
62	70	120	31
63	71	128	62
64	73	126	26
65	74	103	48
66	76	118	37
67	76	120	61
68	80	138	67
69	81	139	28
70	81	109	58
71	82	113	58
72	84	126	26
73	88	128	47
74	90	111	31
75	91	119	47
76	91	122	70
77	92	113	25
78	92	137	70
79	98	132	40
80	98	140	67
81	99	127	28
82	100	158	37
83	100	142	42
84	101	146	47
85	102	122	31
86	106	145	51
87	108	140	67
88	110	156	58
89	110	134	71
90	110	130	47
91	111	152	34
92	112	149	45
93	113	160	30
94	113	172	31
95	113	146	30
96	114	149	64
97	116	165	71
98	118	166	46
99	119	178	42
