150	100	0	0
0	2	45	48
1	2	44	36
2	3	42	32
3	3	33	36
4	4	40	72
5	5	45	32
6	6	55	50
7	6	36	51
8	7	30	51
9	14	59	45
10	15	52	32
11	16	56	58
12	16	66	73
13	17	72	65
14	20	51	68
15	20	42	32
16	21	78	68
17	21	74	56
18	21	64	58
19	22	77	65
20	23	58	66
21	26	56	37
22	27	74	57
23	29	63	68
24	30	80	53
25	32	65	56
26	33	67	40
27	33	59	44
28	34	88	49
29	35	69	35
30	37	68	42
31	38	95	58
32	39	74	71
33	42	97	72
34	44	79	45
35	44	77	74
36	46	70	68
37	47	99	50
38	47	72	55
39	47	78	26
40	49	71	68
41	50	109	32
42	51	72	62
43	52	80	74
44	55	94	59
45	56	91	28
46	56	93	55
47	57	77	74
48	57	103	40
49	57	90	37
50	57	84	34
51	58	111	47
52	59	115	35
53	59	99	40
54	62	102	45
55	66	109	43
56	71	107	69
57	72	124	73
58	73	120	39
59	76	130	32
60	80	137	74
61	80	132	64
62	81	137	33
63	81	114	32
64	82	108	25
65	83	111	32
66	83	130	28
67	84	126	62
68	86	108	58
69	86	115	29
70	86	140	42
71	87	121	41
72	87	134	50
73	90	130	29
74	90	122	52
75	91	128	41
76	94	138	30
77	95	133	31
78	95	133	45
79	95	138	42
80	97	134	39
81	98	127	68
82	100	155	72
83	100	159	48
84	101	136	52
85	101	155	34
86	102	127	52
87	103	140	33
88	103	134	73
89	103	158	33
90	109	142	50
91	111	148	54
92	111	145	66
93	112	132	44
94	113	139	62
95	115	150	61
96	115	168	73
97	118	159	57
98	120	172	59
99	121	148	61
100	123	171	37
101	124	171	74
102	127	157	72
103	127	176	52
104	131	157	71
105	131	161	67
106	133	166	27
107	133	191	52
108	134	169	44
109	135	189	58
110	135	178	73
111	137	178	35
112	137	196	38
113	138	173	73
114	141	189	38
115	141	164	49
116	141	163	63
117	141	176	39
118	142	176	67
119	144	195	72
120	145	199	54
121	146	174	58
122	147	183	38
123	149	190	27
124	150	173	68
125	150	204	37
126	152	179	58
127	153	176	68
128	157	181	32
129	159	204	55
130	160	203	64
131	160	215	57
132	161	199	41
133	162	208	50
134	167	208	37
135	168	218	44
136	169	192	57
137	169	198	25
138	172	210	30
139	173	211	40
140	173	205	39
141	173	193	59
142	176	228	27
143	177	208	48
144	177	223	47
145	177	202	50
146	179	201	45
147	179	215	61
148	179	206	60
149	180	210	31
