100	100	0	0
0	1	29	36
1	1	31	47
2	2	26	47
3	2	30	39
4	3	31	41
5	3	61	44
6	3	33	34
7	4	34	34
8	6	57	43
9	7	44	35
10	7	62	48
11	9	30	26
12	11	56	35
13	13	41	36
14	13	43	48
15	16	47	49
16	17	37	29
17	18	56	36
18	19	51	49
19	19	72	48
20	20	69	40
21	20	63	36
22	20	54	34
23	22	72	44
24	23	58	31
25	25	45	42
26	27	77	39
27	28	73	32
28	28	51	29
29	28	76	32
30	33	82	48
31	34	88	49
32	35	81	43
33	35	66	27
34	37	65	38
35	38	93	34
36	39	60	42
37	40	80	34
38	42	73	36
39	42	87	26
40	43	77	37
41	44	87	39
42	46	82	36
43	46	70	35
44	46	94	33
45	46	102	44
46	47	103	25
47	47	76	25
48	48	93	38
49	50	95	27
50	52	98	38
51	52	106	41
52	54	92	48
53	54	111	39
54	55	91	25
55	55	93	49
56	55	81	49
57	56	79	25
58	59	80	34
59	59	90	28
60	61	93	36
61	62	93	36
62	62	93	33
63	63	112	45
64	64	97	25
65	65	109	27
66	65	102	47
67	66	97	33
68	66	109	28
69	66	90	48
70	66	109	38
71	70	102	44
72	71	100	31
73	71	126	45
74	74	112	48
75	74	99	25
76	75	119	30
77	76	128	33
78	77	136	42
79	78	124	30
80	83	104	47
81	83	113	37
82	84	129	33
83	84	106	40
84	87	126	46
85	88	118	36
86	89	139	41
87	91	115	29
88	94	146	45
89	95	129	39
90	95	117	44
91	96	148	46
92	97	133	41
93	97	155	43
94	98	126	33
95	99	138	26
96	99	141	44
97	99	151	37
98	99	131	45
99	100	140	31
